i,n,1,5.103649501406717,3.624347260392103,1.4716956001467227,0.36266595610159885,setosa
i,n,2,5.0534743476806465,2.9262682263710516,1.297741566299052,0.15441832802947614,setosa
i,n,3,4.658044499375179,3.292921748278337,1.1024575539829993,0.2446646779565964,setosa
i,n,4,4.529760744959059,2.957222139014816,1.462998783138337,0.06785393500908438,setosa
i,n,5,4.97605222444694,3.6111447529364336,1.3295148200646798,0.2246406491578657,setosa
i,n,6,5.435638870894703,3.7934856120544653,1.5317746037099866,0.28601412285591,setosa
i,n,7,4.530770516755974,3.4707514787079274,1.351425173984289,0.36701620780193694,setosa
i,n,8,4.884397387761758,3.4021147115972035,1.542176128944894,0.1885113895759181,setosa
i,n,9,4.499443422948327,2.959140081189646,1.3657684137618267,0.17879144656816187,setosa
i,n,10,4.958619275376812,3.025182925767039,1.4355896012989429,0.15008885699379612,setosa
i,n,11,5.399961554405259,3.708834996102243,1.3052938335285336,0.25814868426936893,setosa
i,n,12,4.74300697861281,3.5118427620920234,1.7521952038710544,0.08381448115846774,setosa
i,n,13,4.899957014324664,3.053139933465256,1.3300399902413687,0.05598873914920027,setosa
i,n,14,4.140243095912609,2.851836984668029,1.2193446716138534,0.027012172417492694,setosa
i,n,15,5.832106342039953,3.974169125613494,1.2648746424319668,0.21415791450835908,setosa
i,n,16,5.831732795571033,4.38343887638079,1.4085280529473276,0.3509531004003208,setosa
i,n,17,5.452743423635592,3.8688843647073674,1.1908380949662436,0.2845991220685499,setosa
i,n,18,5.1266992537281135,3.561086393134452,1.3736865528496431,0.21144446112930357,setosa
i,n,19,5.548023452854352,3.648566861706232,1.6694514912241956,0.3638604312918002,setosa
i,n,20,5.066658968157776,3.904947239358538,1.5396963420956995,0.2764434576282356,setosa
i,n,21,5.279258285534675,3.3994624702601834,1.674533088547271,0.2846949602227333,setosa
i,n,22,5.226610881324465,3.660244785699067,1.561875140966693,0.43733144083883757,setosa
i,n,23,4.59951420556594,3.5730676873742353,0.8284758182631506,0.3199767384545724,setosa
i,n,24,5.081203952398539,3.167125284048909,1.7702844837810139,0.5848531500060928,setosa
i,n,25,4.868609591499338,3.4496753455023486,1.8941432289151423,0.18861612110962112,setosa
i,n,26,4.930865195373044,2.9179629442443753,1.6577729375391312,0.2801187554357675,setosa
i,n,27,4.935765861020109,3.6004257622553477,1.5426521269573892,0.24133145472721276,setosa
i,n,28,5.3086620532336175,3.6321897422851546,1.5033262316541534,0.1863797105046694,setosa
i,n,29,5.173685381670423,3.4151485987423813,1.4762346882893154,0.154700381991207,setosa
i,n,30,4.632224983813712,3.187628092598481,1.5240601730726584,-0.0010929310662484981,setosa
i,n,31,4.922608128997211,3.024251554383806,1.3534205475181051,0.33167426270740846,setosa
i,n,32,5.319476679229514,3.5022085133340273,1.2936674480589845,0.45964727477863293,setosa
i,n,33,5.293088139229499,4.055313361065864,1.4939223788383984,0.056233959699308105,setosa
