i,n,1,EPIC,0,1318519387,156,10.6454,1600,3,38,76,31,0,2011-10-13 11:23:07.156
i,n,2,CHBT,2,1318519387,157,8.019,1200,6,88,17,33,0,2011-10-13 11:23:07.157
i,n,3,FSFG,8,1318519387,157,15.89,400,7,4,27,74,0,2011-10-13 11:23:07.157
i,n,4,FFIC,3,1318519387,157,14.39,300,0,50,56,96,1,2011-10-13 11:23:07.157
i,n,5,RVBD,7,1318519387,157,40.6665,2000,6,32,22,96,0,2011-10-13 11:23:07.157
i,n,6,SYUT,3,1318519387,157,11.8524,1500,4,44,87,6,0,2011-10-13 11:23:07.157
i,n,7,ORIT,7,1318519387,157,12.5235,1800,2,32,63,28,0,2011-10-13 11:23:07.157
i,n,8,DWA,8,1318519387,157,26.7182,1600,7,73,3,9,0,2011-10-13 11:23:07.157
i,n,9,HTCH,5,1318519387,157,2.5584,1200,2,0,79,89,0,2011-10-13 11:23:07.157
i,n,10,CTWS,1,1318519387,157,26.1723,2000,5,6,49,47,0,2011-10-13 11:23:07.157
i,n,11,IBCPO,9,1318519387,157,15.035,1100,6,25,97,53,1,2011-10-13 11:23:07.157
i,n,12,OPXAW,8,1318519387,157,0.730296,1200,4,21,89,72,1,2011-10-13 11:23:07.157
i,n,13,ISLE,6,1318519387,157,9.6,1300,0,1,62,4,0,2011-10-13 11:23:07.157
i,n,14,KNSY,10,1318519387,157,25.7954,1300,6,18,28,5,0,2011-10-13 11:23:07.157
i,n,15,GOOD,5,1318519387,157,18.1104,1400,2,5,47,90,1,2011-10-13 11:23:07.157
i,n,16,CBAN,7,1318519387,157,4.11,900,2,57,64,66,0,2011-10-13 11:23:07.157
i,n,17,ANSW,8,1318519387,157,10.44,600,7,55,41,83,0,2011-10-13 11:23:07.157
i,n,18,USLM,7,1318519387,157,39.5718,1500,1,53,57,10,0,2011-10-13 11:23:07.157
i,n,19,ALLB,5,1318519387,157,11.424,300,0,66,53,9,0,2011-10-13 11:23:07.157
i,n,20,CENT,9,1318519387,157,9.18,700,2,57,64,15,1,2011-10-13 11:23:07.157
i,n,21,SAIA,0,1318519387,157,16.2328,100,4,92,3,58,1,2011-10-13 11:23:07.157
i,n,22,CPEX,8,1318519387,157,26.4768,700,2,14,58,82,1,2011-10-13 11:23:07.157
i,n,23,ONCY,7,1318519387,157,5.9592,600,2,5,10,58,1,2011-10-13 11:23:07.157
i,n,24,SCEI,7,1318519387,157,5.3059,1200,4,80,23,19,1,2011-10-13 11:23:07.157
i,n,25,HA,3,1318519387,157,6.1344,100,6,96,91,16,1,2011-10-13 11:23:07.157
i,n,26,OXPS,9,1318519387,157,17.184,1200,7,67,38,51,0,2011-10-13 11:23:07.157
i,n,27,FTEK,6,1318519387,157,9.3228,700,6,90,11,71,1,2011-10-13 11:23:07.157
i,n,28,TTHI,11,1318519387,157,4.7483,1800,6,94,54,48,1,2011-10-13 11:23:07.157
i,n,29,ZION,7,1318519387,157,22.3391,1100,0,75,80,7,1,2011-10-13 11:23:07.157
i,n,30,PNCL,7,1318519387,157,5.95,1000,5,19,30,71,0,2011-10-13 11:23:07.157
i,n,31,SYNL,2,1318519387,157,13.5608,1800,5,8,64,80,0,2011-10-13 11:23:07.157
i,n,32,AVNR,0,1318519387,157,3.76,900,6,59,26,14,0,2011-10-13 11:23:07.157
i,n,33,BOSC,4,1318519387,157,1.88,1800,4,22,6,88,1,2011-10-13 11:23:07.157
i,n,34,FWLT,10,1318519387,157,37.0079,1300,4,58,1,3,0,2011-10-13 11:23:07.157
i,n,35,NATH,1,1318519387,157,18.2624,400,2,99,41,17,1,2011-10-13 11:23:07.157
i,n,36,EBTC,0,1318519387,157,14.208,1100,1,2,42,10,0,2011-10-13 11:23:07.157
i,n,37,PROJ,6,1318519387,157,7.51,1000,4,54,50,22,1,2011-10-13 11:23:07.157
i,n,38,UBOH,3,1318519387,157,9.1506,900,5,78,21,80,0,2011-10-13 11:23:07.157
i,n,39,MDAS,11,1318519387,157,15.6962,900,3,4,53,36,0,2011-10-13 11:23:07.157
i,n,40,SUPX,9,1318519387,157,21.21,300,3,70,68,44,0,2011-10-13 11:23:07.157
i,n,41,OTT,6,1318519387,157,18.909,900,6,19,69,27,0,2011-10-13 11:23:07.157
i,n,42,TXCC,6,1318519387,157,2.6316,100,1,3,4,49,1,2011-10-13 11:23:07.157
i,n,43,INWK,8,1318519387,157,8.37675,400,3,15,14,50,1,2011-10-13 11:23:07.157
i,n,44,PNRG,2,1318519387,157,26.624,900,6,14,45,97,0,2011-10-13 11:23:07.157
i,n,45,TRBR,5,1318519387,157,3.7875,300,3,12,4,7,0,2011-10-13 11:23:07.157
i,n,46,EMITF,7,1318519387,157,11.1936,700,5,64,17,52,1,2011-10-13 11:23:07.157
i,n,47,CMTL,9,1318519387,157,27.01,1500,2,52,14,71,0,2011-10-13 11:23:07.157
i,n,48,BGFV,3,1318519387,157,11.6655,1600,2,71,27,81,0,2011-10-13 11:23:07.157
i,n,49,RDIB,8,1318519387,157,5.85754,600,7,71,98,34,0,2011-10-13 11:23:07.157
i,n,50,CTCH,4,1318519387,157,3.5,1000,3,18,53,66,0,2011-10-13 11:23:07.157
i,n,51,WEST,0,1318519387,157,0.4851,1400,2,14,18,74,1,2011-10-13 11:23:07.157
i,n,52,PMTC,1,1318519387,157,21.6414,1000,0,78,89,65,1,2011-10-13 11:23:07.157
i,n,53,INVE,4,1318519387,157,2.6532,1300,6,11,94,7,0,2011-10-13 11:23:07.157
i,n,54,ABCO,7,1318519387,157,48.9555,1200,6,16,13,62,1,2011-10-13 11:23:07.157
i,n,55,CHRM,5,1318519387,157,10.3309,1800,2,41,86,16,0,2011-10-13 11:23:07.157
i,n,56,PXLW,10,1318519387,157,3.2732,1900,6,41,3,79,1,2011-10-13 11:23:07.157
i,n,57,SBNY,11,1318519387,157,53.508,300,1,88,77,5,1,2011-10-13 11:23:07.157
i,n,58,ICOG,9,1318519387,157,2.987,1500,5,92,15,97,0,2011-10-13 11:23:07.157
i,n,59,EGBN,10,1318519387,157,14.0352,400,7,54,68,40,1,2011-10-13 11:23:07.157
i,n,60,CCCLU,8,1318519387,157,7.65,400,3,58,73,39,0,2011-10-13 11:23:07.157
i,n,61,XRTX,9,1318519387,157,11.8352,1500,7,85,16,96,1,2011-10-13 11:23:07.157
i,n,62,NICE,1,1318519387,157,37.0552,200,5,26,3,39,1,2011-10-13 11:23:07.157
