i,n,0,4.44
i,n,1,9
i,n,2,5.25
i,n,3,11.07
i,n,4,7.28
i,n,5,4.93
i,n,6,10.93
i,n,7,6.37
i,n,8,12.75
i,n,9,2.62
i,n,10,-0.73
i,n,11,5.77
i,n,12,3.66
i,n,13,4.03
i,n,14,12.01
i,n,15,11
i,n,16,4.1
i,n,17,4.7
i,n,18,5.81
i,n,19,6.92
i,n,20,-0.45
i,n,21,-3.32
i,n,22,4.93
i,n,23,-2.42
i,n,24,8.01
i,n,25,1.56
i,n,26,0.11
i,n,27,-1.65
i,n,28,3.23
i,n,29,8.38
i,n,30,0.39
i,n,31,11.07
i,n,32,3.78
i,n,33,3.4
i,n,34,12.61
i,n,35,4.19
i,n,36,2.34
i,n,37,1.72
i,n,38,9.43
i,n,39,7.57
i,n,40,0.93
i,n,41,9.35
i,n,42,-0.24
i,n,43,-2.42
i,n,44,5.46
i,n,45,10.88
i,n,46,13.5
i,n,47,5.54
i,n,48,0.49
i,n,49,5.36
i,n,50,11.8
i,n,51,0.37
i,n,52,-0.72
i,n,53,-3.97
i,n,54,4.01
i,n,55,5.43
i,n,56,9.56
i,n,57,2.83
i,n,58,1.28
i,n,59,8.26
i,n,60,-2
i,n,61,1.54
i,n,62,-0.12
i,n,63,1.51
i,n,64,1.48
i,n,65,9.79
i,n,66,11.65
i,n,67,4.16
i,n,68,8.52
i,n,69,1.91
i,n,70,11.68
i,n,71,12
i,n,72,10.34
i,n,73,-0.17
i,n,74,7.85
i,n,75,2.71
i,n,76,11.25
i,n,77,8.99
i,n,78,9
i,n,79,6.25
i,n,80,10.19
i,n,81,-4.83
i,n,82,-4.39
i,n,83,2.88
i,n,84,4.69
i,n,85,17.65
i,n,86,2.98
i,n,87,3.51
i,n,88,9.73
i,n,89,12.77
i,n,90,11.61
i,n,91,9.26
i,n,92,-1.99
i,n,93,2.92
i,n,94,3.32
i,n,95,6.74
i,n,96,6.97
i,n,97,7.5
i,n,98,6.49
i,n,99,8.66
i,n,100,-2.32
i,n,101,9.25
i,n,102,-1.56
i,n,103,2.49
i,n,104,-1.12
i,n,105,4.5
i,n,106,2.15
i,n,107,9.82
i,n,108,6.08
i,n,109,7.01
i,n,110,5.82
i,n,111,3.57
i,n,112,2.56
i,n,113,-5.93
i,n,114,-2.04
i,n,115,4.5
i,n,116,7.28
i,n,117,-3.02
i,n,118,9.36
i,n,119,6.33
i,n,120,17.87
i,n,121,10.87
i,n,122,-0.99
i,n,123,3.19
i,n,124,12.38
i,n,125,2.73
i,n,126,16.22
i,n,127,9.78
i,n,128,5.86
i,n,129,5.5
i,n,130,1.26
i,n,131,4.31
i,n,132,4.05
i,n,133,8.55
i,n,134,4.81
i,n,135,7.2
i,n,136,-2.31
i,n,137,8.71
i,n,138,11.87
i,n,139,1.1
i,n,140,-8.67
i,n,141,12.51
i,n,142,10.53
i,n,143,-0.95
i,n,144,5.98
i,n,145,-3.2
